season_id,team_id,treatment,dimension,prior_mean,prior_sd,prior_source,premier_league_value,realized_entry,realized_entry_variance,squared_error,log_score,first_ten_points
2016-2017,norwich-city,generic,defense,0.03579985262106809,0.13863895129035406,Premier League relegation bridge,-0.2711892081376921,-0.1369976859681649,0.06728115752602164,0.029858989342497456,-0.13226433183821365,20
2016-2017,norwich-city,mapped,attack,0.10639414303346853,0.13195548075382654,Premier League relegation bridge,-0.21748654476842832,0.3963188473746284,0.05101082762030526,0.08405633418730898,0.1921556231892098,20
2016-2017,norwich-city,mapped,defense,0.02999268274815665,0.1325492271316872,Premier League relegation bridge,-0.2711892081376921,-0.1369976859681649,0.06728115752602164,0.027885783244013015,-0.15017080725108586,20
2017-2018,hull-city,retained,attack,0.16302634180368003,0.12503332948288984,previous league state,-0.27167781322411133,0.2113036553492006,0.059563886288206,0.002330699003172503,-0.35938473486860417,9
2017-2018,hull-city,retained,defense,-0.014921793159169642,0.0778768505188666,previous league state,-0.4219566334665896,-0.3256003041388718,0.05354924475680113,0.09652113718456493,0.3185567850388133,9
2017-2018,hull-city,generic,attack,0.11463676758330435,0.12651320484232967,Premier League relegation bridge,-0.27167781322411133,0.2113036553492006,0.059563886288206,0.009344487190344381,-0.3105857492312407,9
2017-2018,hull-city,generic,defense,0.04520225113859506,0.12707973920510923,Premier League relegation bridge,-0.4219566334665896,-0.3256003041388718,0.05354924475680113,0.13749453500029887,0.5735024392566608,9
2017-2018,hull-city,mapped,attack,0.05947444114967414,0.1248565125424978,Premier League relegation bridge,-0.27167781322411133,0.2113036553492006,0.059563886288206,0.023052110284445683,-0.2218080622300959,9
2017-2018,hull-city,mapped,defense,0.09617369835357353,0.12543211724545747,Premier League relegation bridge,-0.4219566334665896,-0.3256003041388718,0.05354924475680113,0.1778933091784973,0.8679832194379737,9
2017-2018,middlesbrough,retained,attack,0.16737700282936135,0.1229265071973442,previous league state,-0.5855751074149362,-0.1105450974303509,0.08257266637916923,0.07724069381276955,0.15128935357726983,15
2017-2018,middlesbrough,retained,defense,-0.03364135371057174,0.07773620218484652,previous league state,-0.010176505831446017,0.5154834270847204,0.11743314499554497,0.30153802488347764,1.0941229406387927,15
2017-2018,middlesbrough,generic,attack,0.11463676758330435,0.12651320484232967,Premier League relegation bridge,-0.5855751074149362,-0.1105450974303509,0.08257266637916923,0.05070687233102805,0.017677210740800475,15
2017-2018,middlesbrough,generic,defense,0.04520225113859506,0.12707973920510923,Premier League relegation bridge,-0.010176505831446017,0.5154834270847204,0.11743314499554497,0.2211643844492705,0.740240212904179,15
2017-2018,middlesbrough,mapped,attack,0.1958219909902574,0.15820955745449017,Premier League relegation bridge,-0.5855751074149362,-0.1105450974303509,0.08257266637916923,0.09386079286732085,0.24042905716680643,15
2017-2018,middlesbrough,mapped,defense,-0.0930640630530576,0.15866420951918836,Premier League relegation bridge,-0.010176505831446017,0.5154834270847204,0.11743314499554497,0.370330047752989,1.24353323996268,15
2017-2018,sunderland,retained,attack,0.0,0.28284271247461906,league population,-0.5069135901305939,-0.20550207005469118,0.08924187365708275,0.0422311007967632,0.1554908622643112,6
2017-2018,sunderland,retained,defense,0.00038433516370232754,0.28309805779691427,league population,-0.26889919033844917,-0.3920391968382572,0.050999693952812876,0.153996228468893,0.49033520951323295,6
2017-2018,sunderland,generic,attack,0.11463676758330435,0.12651320484232967,Premier League relegation bridge,-0.5069135901305939,-0.20550207005469118,0.08924187365708275,0.10248887536420688,0.28011283251758384,6
2017-2018,sunderland,generic,defense,0.04520225113859506,0.12707973920510923,Premier League relegation bridge,-0.26889919033844917,-0.3920391968382572,0.050999693952812876,0.1911800838288944,0.9920697763751128,6
2017-2018,sunderland,mapped,attack,0.10016592614718357,0.13159643584887049,Premier League relegation bridge,-0.5069135901305939,-0.20550207005469118,0.08924187365708275,0.09343292390206931,0.23781994157449446,6
2017-2018,sunderland,mapped,defense,0.01584609594205433,0.13214268515710267,Premier League relegation bridge,-0.26889919033844917,-0.3920391968382572,0.050999693952812876,0.16637041206648048,0.7932633753181076,6
2018-2019,stoke-city,retained,attack,0.0,0.28284271247461906,league population,-0.2761902870833579,0.0252364727682762,0.06677901779093154,0.0006368795577839461,-0.038305500200105196,10
2018-2019,stoke-city,retained,defense,-0.0009189619796834683,0.28308683984248206,league population,-0.29622957902200203,-0.2271687028769874,0.0532684699592039,0.051188945256097164,0.10361488553521221,10
2018-2019,stoke-city,generic,attack,0.08720536519065268,0.1300249073301317,Premier League relegation bridge,-0.2761902870833579,0.0252364727682762,0.06677901779093154,0.003840143628056069,-0.29846237547155513,10
2018-2019,stoke-city,generic,defense,0.04642729755165777,0.13055354104872027,Premier League relegation bridge,-0.29622957902200203,-0.2271687028769874,0.0532684699592039,0.07485477145055121,0.1238361963796184,10
2018-2019,stoke-city,mapped,attack,0.0794135101271535,0.12209295378437127,Premier League relegation bridge,-0.2761902870833579,0.0252364727682762,0.06677901779093154,0.0029351513769851865,-0.31553345874718447,10
2018-2019,stoke-city,mapped,defense,0.05435490780102682,0.12265803077214192,Premier League relegation bridge,-0.29622957902200203,-0.2271687028769874,0.0532684699592039,0.07925554336918614,0.15720161665512544,10
2018-2019,swansea-city,retained,attack,0.06071602129656143,0.1657317287831854,previous league state,-0.4929206461957013,-0.14706544715977593,0.08970970922708593,0.04317313863387191,0.031124829944923466,16
2018-2019,swansea-city,retained,defense,-0.0013715440900035339,0.07995862557938543,previous league state,-0.1000132153398791,0.6453181811395837,0.13079900356101903,0.41820760071751906,1.449917769533122,16
2018-2019,swansea-city,generic,attack,0.08720536519065268,0.1300249073301317,Premier League relegation bridge,-0.4929206461957013,-0.14706544715977593,0.08970970922708593,0.05488281351932974,0.05706356001004262,16
2018-2019,swansea-city,generic,defense,0.04642729755165777,0.13055354104872027,Premier League relegation bridge,-0.1000132153398791,0.6453181811395837,0.13079900356101903,0.3586702904447267,1.1761459604366902,16
2018-2019,swansea-city,mapped,attack,0.13783519659889437,0.13887209214343144,Premier League relegation bridge,-0.4929206461957013,-0.14706544715977593,0.08970970922708593,0.08116837681410477,0.18306117831263558,16
2018-2019,swansea-city,mapped,defense,-0.07106550581937944,0.13936915413892995,Premier League relegation bridge,-0.1000132153398791,0.6453181811395837,0.13079900356101903,0.5132055869409177,1.6792690608867826,16
2018-2019,west-bromwich-albion,retained,attack,0.0,0.28284271247461906,league population,-0.4000357853157439,0.6572258370671739,0.03945897925660533,0.43194580090864737,1.6644726274976491,20
2018-2019,west-bromwich-albion,retained,defense,-0.0009189619796834683,0.28308683984248206,league population,-0.1027892310897051,-0.10766165160981246,0.06714862210393553,0.011394001789474048,-6.86692463192709e-05,20
2018-2019,west-bromwich-albion,generic,attack,0.08720536519065268,0.1300249073301317,Premier League relegation bridge,-0.4000357853157439,0.6572258370671739,0.03945897925660533,0.32492333835833187,2.363280548843322,20
2018-2019,west-bromwich-albion,generic,defense,0.04642729755165777,0.13055354104872027,Premier League relegation bridge,-0.1027892310897051,-0.10766165160981246,0.06714862210393553,0.023743404253686158,-0.17737804856578845,20
2018-2019,west-bromwich-albion,mapped,attack,0.1508916577981903,0.1352121567879241,Premier League relegation bridge,-0.4000357853157439,0.6572258370671739,0.03945897925660533,0.2563743010959951,1.7130724054250273,20
2018-2019,west-bromwich-albion,mapped,defense,-0.055408096586189295,0.13572262336231666,Premier League relegation bridge,-0.1027892310897051,-0.10766165160981246,0.06714862210393553,0.002730434012606814,-0.2943215686496892,20
2019-2020,cardiff-city,retained,attack,0.12127579056074422,0.1220342465507503,previous league state,-0.3699576628824705,-0.019128433652283453,0.0665817596818316,0.019713346176862146,-0.2138172177280731,16
2019-2020,cardiff-city,retained,defense,-0.01595681959884438,0.07768750150148374,previous league state,-0.2722588249408629,0.041780012453226406,0.07667664989327594,0.0033335417754090284,-0.3071052717688067,16
2019-2020,cardiff-city,generic,attack,0.0950439735756126,0.12801985242916983,Premier League relegation bridge,-0.3699576628824705,-0.019128433652283453,0.0665817596818316,0.013035338572212531,-0.24714075034023875,16
2019-2020,cardiff-city,generic,defense,0.056363205000254275,0.1285328811741798,Premier League relegation bridge,-0.2722588249408629,0.041780012453226406,0.07667664989327594,0.0002126695048636892,-0.26643849143166887,16
2019-2020,cardiff-city,mapped,attack,0.08275189235499392,0.12156502521566875,Premier League relegation bridge,-0.3699576628824705,-0.019128433652283453,0.0665817596818316,0.010379600827349117,-0.2717101147480797,16
2019-2020,cardiff-city,mapped,defense,0.05130955803619428,0.12210615112970855,Premier League relegation bridge,-0.2722588249408629,0.041780012453226406,0.07667664989327594,9.081223901786255e-05,-0.2758010544279731,16
2019-2020,fulham,retained,attack,0.1647276234210515,0.12138018126781637,previous league state,-0.3590210254719577,0.34125031832650826,0.0535941591510922,0.031160261816684975,-0.19476233085587263,18
2019-2020,fulham,retained,defense,0.01946724687588912,0.07759716019843822,previous league state,-0.43027818492445824,0.41436084877679524,0.10622070006270576,0.15594095682227133,0.520053502832323,18
2019-2020,fulham,generic,attack,0.0950439735756126,0.12801985242916983,Premier League relegation bridge,-0.3590210254719577,0.34125031832650826,0.0535941591510922,0.06061756419559688,0.02227508243829318,18
2019-2020,fulham,generic,defense,0.056363205000254275,0.1285328811741798,Premier League relegation bridge,-0.43027818492445824,0.41436084877679524,0.10622070006270576,0.12816231294955513,0.3921834039311374,18
2019-2020,fulham,mapped,attack,0.01005271357647472,0.12391368225442233,Premier League relegation bridge,-0.3590210254719577,0.34125031832650826,0.0535941591510922,0.10969185339215946,0.37720192235609057,18
2019-2020,fulham,mapped,defense,0.12654765785534722,0.12444459585644924,Premier League relegation bridge,-0.43027818492445824,0.41436084877679524,0.10622070006270576,0.08283643286838589,0.20618024011191355,18
2019-2020,huddersfield-town,retained,attack,-0.03721477134682006,0.13712397708803545,previous league state,-0.7548963407444748,-0.34704183050565984,0.09664598021163408,0.09599280658701521,0.25521215277520626,5
2019-2020,huddersfield-town,retained,defense,0.0010798412312586396,0.07939816483459554,previous league state,-0.35658789678646874,-0.2795676483373252,0.053417569702186064,0.0787630134011484,0.16932581873407992,5
2019-2020,huddersfield-town,generic,attack,0.0950439735756126,0.12801985242916983,Premier League relegation bridge,-0.7548963407444748,-0.34704183050565984,0.09664598021163408,0.19543985817018522,0.6934198085432334,5
2019-2020,huddersfield-town,generic,defense,0.056363205000254275,0.1285328811741798,Premier League relegation bridge,-0.35658789678646874,-0.2795676483373252,0.053417569702186064,0.11284953822411434,0.39564698069321497,5
2019-2020,huddersfield-town,mapped,attack,-0.0014038438886581767,0.14182106130843034,Premier League relegation bridge,-0.7548963407444748,-0.34704183050565984,0.09664598021163408,0.11946561779265463,0.35670748257188084,5
2019-2020,huddersfield-town,mapped,defense,0.04610246072388343,0.14228517216728734,Premier League relegation bridge,-0.35658789678646874,-0.2795676483373252,0.053417569702186064,0.10606101993593953,0.33471929611220635,5
2020-2021,bournemouth,retained,attack,0.10797106774570439,0.15945185040968216,previous league state,-0.18244564121443213,0.06487385418483664,0.0773088711101225,0.0018573698167110432,-0.20982897017657304,17
2020-2021,bournemouth,retained,defense,-0.0006278322335878199,0.07999371393635644,previous league state,-0.2348935902643277,0.3426718064206456,0.10703576243711799,0.11785464190012723,0.35015687291605124,17
2020-2021,bournemouth,generic,attack,0.08467498781858646,0.12386666299351416,Premier League relegation bridge,-0.18244564121443213,0.06487385418483664,0.0773088711101225,0.00039208489318161814,-0.26839889608850165,17
2020-2021,bournemouth,generic,defense,0.051074908842518536,0.12438708035932236,Premier League relegation bridge,-0.2348935902643277,0.3426718064206456,0.10703576243711799,0.08502875067718872,0.21618240787739443,17
2020-2021,bournemouth,mapped,attack,0.12486057312004067,0.11817516237121602,Premier League relegation bridge,-0.18244564121443213,0.06487385418483664,0.0773088711101225,0.003598406448611166,-0.25829274596684887,17
2020-2021,bournemouth,mapped,defense,0.05634981947839227,0.11872106354127439,Premier League relegation bridge,-0.2348935902643277,0.3426718064206456,0.10703576243711799,0.08198028020655987,0.20189159351678818,17
2020-2021,norwich-city,retained,attack,0.13308671747747533,0.12338512590319405,previous league state,-0.5706555369552779,-0.02314117935072754,0.07678639018254545,0.0244071557473636,-0.14135618809359687,18
2020-2021,norwich-city,retained,defense,0.03327191761546476,0.07794002320838678,previous league state,-0.36240607844873063,0.2745495287112182,0.10782194832258973,0.05821488561607363,0.0882666370818162,18
2020-2021,norwich-city,generic,attack,0.08467498781858646,0.12386666299351416,Premier League relegation bridge,-0.5706555369552779,-0.02314117935072754,0.07678639018254545,0.011624325903081462,-0.21025538264070742,18
2020-2021,norwich-city,generic,defense,0.051074908842518536,0.12438708035932236,Premier League relegation bridge,-0.36240607844873063,0.2745495287112182,0.10782194832258973,0.04994090572545981,0.07487471554228442,18
2020-2021,norwich-city,mapped,attack,0.0017482347183267327,0.12406920820377544,Premier League relegation bridge,-0.5706555369552779,-0.02314117935072754,0.07678639018254545,0.0006194829327008367,-0.2697097099452862,18
2020-2021,norwich-city,mapped,defense,0.04460580445514117,0.12458928666309886,Premier League relegation bridge,-0.36240607844873063,0.2745495287112182,0.10782194832258973,0.05287411632475478,0.0868864980120134,18
2020-2021,watford,retained,attack,0.08910284471925854,0.15936043960928484,previous league state,-0.2826133282796971,-0.04567273480368675,0.0830173641618778,0.018164456835745746,-0.10819031682665368,18
2020-2021,watford,retained,defense,-0.0009119133520076425,0.0799933903352247,previous league state,-0.21594164670294919,0.39907501820504165,0.11906072964373986,0.15998954541642363,0.5186665150159611,18
2020-2021,watford,generic,attack,0.08467498781858646,0.12386666299351416,Premier League relegation bridge,-0.2826133282796971,-0.04567273480368675,0.0830173641618778,0.016990528792813073,-0.15425157847347498,18
2020-2021,watford,generic,defense,0.051074908842518536,0.12438708035932236,Premier League relegation bridge,-0.21594164670294919,0.39907501820504165,0.11906072964373986,0.12110407611632805,0.3660562038496104,18
2020-2021,watford,mapped,attack,0.11573868078552613,0.11835431188888496,Premier League relegation bridge,-0.2826133282796971,-0.04567273480368675,0.0830173641618778,0.026053645082513593,-0.11319182731833757,18
2020-2021,watford,mapped,defense,0.03067546072081135,0.11889939053502124,Premier League relegation bridge,-0.21594164670294919,0.39907501820504165,0.11906072964373986,0.13571823395457672,0.4204397595006957,18
2021-2022,fulham,retained,attack,0.10245030435109008,0.12177904919835524,previous league state,-0.5474998212549023,0.5026973125253428,0.04444977310798902,0.1601976675524403,0.8573930792496236,20
2021-2022,fulham,retained,defense,-0.00417920195983163,0.07757188598274062,previous league state,-0.030958833803819898,0.2432706215275232,0.09762506888164939,0.061231415143923065,0.08093179757875602,20
2021-2022,fulham,generic,attack,0.09099130575004746,0.11901479027261004,Premier League relegation bridge,-0.5474998212549023,0.5026973125253428,0.04444977310798902,0.16950183601485955,0.9464589053715375,20
2021-2022,fulham,generic,defense,0.03858570149419617,0.11955278744904614,Premier League relegation bridge,-0.030958833803819898,0.2432706215275232,0.09762506888164939,0.041895916489049494,0.011116328580773827,20
2021-2022,fulham,mapped,attack,0.15914875536034456,0.13418340632970124,Premier League relegation bridge,-0.5474998212549023,0.5026973125253428,0.04444977310798902,0.11802561113015204,0.4771695362928256,20
2021-2022,fulham,mapped,defense,-0.11073751042203138,0.13466049525007373,Premier League relegation bridge,-0.030958833803819898,0.2432706215275232,0.09762506888164939,0.12532175748641328,0.3821208837426067,20
2021-2022,sheffield-united,retained,attack,0.1346463481747688,0.1375052521927918,previous league state,-0.8011715858257938,0.02921102412659555,0.07157791887966611,0.011116607557143304,-0.22091618559487242,12
2021-2022,sheffield-united,retained,defense,-0.001759824123067192,0.07945051615352575,previous league state,-0.19259765890887529,-0.20293443665101074,0.06758096703152486,0.04047122472576822,-0.10977878623785592,12
2021-2022,sheffield-united,generic,attack,0.09099130575004746,0.11901479027261004,Premier League relegation bridge,-0.8011715858257938,0.02921102412659555,0.07157791887966611,0.0038168031974730302,-0.2870077768768708,12
2021-2022,sheffield-united,generic,defense,0.03858570149419617,0.11955278744904614,Premier League relegation bridge,-0.19259765890887529,-0.20293443665101074,0.06758096703152486,0.05833197712967982,0.023881511269459532,12
2021-2022,sheffield-united,mapped,attack,0.04275630090016924,0.136028281193532,Premier League relegation bridge,-0.8011715858257938,0.02921102412659555,0.07157791887966611,0.00018347452287271495,-0.28356269622109237,12
2021-2022,sheffield-united,mapped,defense,-0.08304916543872232,0.13649892208812506,Premier League relegation bridge,-0.19259765890887529,-0.20293443665101074,0.06758096703152486,0.014372478253643952,-0.22317451799826327,12
2021-2022,west-bromwich-albion,retained,attack,0.1445190921904044,0.12014837862698824,previous league state,-0.28788729783619477,0.5090397035984509,0.04880200759432498,0.13287527614129602,0.5891134796793676,22
2021-2022,west-bromwich-albion,retained,defense,0.017311360029601455,0.07745981422358886,previous league state,-0.39078806356521717,0.3530506698943618,0.10691698733321353,0.11272088418846557,0.32751900463316325,22
2021-2022,west-bromwich-albion,generic,attack,0.09099130575004746,0.11901479027261004,Premier League relegation bridge,-0.28788729783619477,0.5090397035984509,0.04880200759432498,0.174764462943617,0.9241194015555538,22
2021-2022,west-bromwich-albion,generic,defense,0.03858570149419617,0.11955278744904614,Premier League relegation bridge,-0.39078806356521717,0.3530506698943618,0.10691698733321353,0.09888821635091717,0.27174410487201495,22
2021-2022,west-bromwich-albion,mapped,attack,0.04416811371131685,0.1139819326380563,Premier League relegation bridge,-0.28788729783619477,0.5090397035984509,0.04880200759432498,0.21610559508419172,1.2755631929776066,22
2021-2022,west-bromwich-albion,mapped,defense,0.09502460916504607,0.11454319453664553,Premier League relegation bridge,-0.39078806356521717,0.3530506698943618,0.10691698733321353,0.06657744801548852,0.1362816767935734,22
2022-2023,burnley,retained,attack,0.09298894285223108,0.1626717596634039,previous league state,-0.378758381861429,0.32331415237845973,0.056571690452628234,0.053049702143301125,-0.005868815999609922,17
2022-2023,burnley,retained,defense,-0.0008252285971869952,0.08000992014358738,previous league state,-0.01487068040908125,0.08626822982284597,0.09020167826265732,0.007585270499562011,-0.21037292607388006,17
2022-2023,burnley,generic,attack,0.10569033926336739,0.11420547101458532,Premier League relegation bridge,-0.378758381861429,0.32331415237845973,0.056571690452628234,0.04736012403475263,-0.0732925735056868,17
2022-2023,burnley,generic,defense,0.05119455950608532,0.1147582283797705,Premier League relegation bridge,-0.01487068040908125,0.08626822982284597,0.09020167826265732,0.0012301623494888174,-0.209826029811512,17
2022-2023,burnley,mapped,attack,0.20055281260203267,0.12368311366148374,Premier League relegation bridge,-0.378758381861429,0.32331415237845973,0.056571690452628234,0.015070346543703372,-0.29266953543425556,17
2022-2023,burnley,mapped,defense,-0.05278211487983376,0.12419478018060008,Premier League relegation bridge,-0.01487068040908125,0.08626822982284597,0.09020167826265732,0.019334998361934055,-0.11346099292703929,17
2022-2023,norwich-city,retained,attack,0.21491257454560203,0.12293119173031387,previous league state,-0.7037852648733861,0.2577351704910444,0.05972907549744748,0.001833774723506616,-0.3650040377621465,20
2022-2023,norwich-city,retained,defense,0.006520950842999067,0.07779358183557526,previous league state,-0.45594859441878327,0.1804846849928284,0.09822715037075903,0.030263380799352504,-0.06629639100614165,20
2022-2023,norwich-city,generic,attack,0.10569033926336739,0.11420547101458532,Premier League relegation bridge,-0.7037852648733861,0.2577351704910444,0.05972907549744748,0.023117630703052776,-0.23243761002431237,20
2022-2023,norwich-city,generic,defense,0.05119455950608532,0.1147582283797705,Premier League relegation bridge,-0.45594859441878327,0.1804846849928284,0.09822715037075903,0.016715936548377778,-0.10336176281769226,20
2022-2023,norwich-city,mapped,attack,-0.012611143548170958,0.12184066349017733,Premier League relegation bridge,-0.7037852648733861,0.2577351704910444,0.05972907549744748,0.07308712951459004,0.11098778963374872,20
2022-2023,norwich-city,mapped,defense,0.08159999261908307,0.12236003472880637,Premier League relegation bridge,-0.45594859441878327,0.1804846849928284,0.09822715037075903,0.00977818238585025,-0.12717468888239208,20
2022-2023,watford,retained,attack,0.19408996468555426,0.1252306842030098,previous league state,-0.3571690073837116,-0.041115135667769226,0.08304878648970268,0.05532143923221697,0.041423978831768404,14
2022-2023,watford,retained,defense,-0.028592386197568594,0.07790027104284142,previous league state,-0.3799240359492758,0.13824149687587312,0.08238425642275932,0.02783354454136282,-0.13636934558277908,14
2022-2023,watford,generic,attack,0.10569033926336739,0.11420547101458532,Premier League relegation bridge,-0.3571690073837116,-0.041115135667769226,0.08304878648970268,0.021551847469756576,-0.14014564430118476,14
2022-2023,watford,generic,defense,0.05119455950608532,0.1147582283797705,Premier League relegation bridge,-0.3799240359492758,0.13824149687587312,0.08238425642275932,0.00757716930545976,-0.2154461252114276,14
2022-2023,watford,mapped,attack,0.05934792316358897,0.10925283135199057,Premier League relegation bridge,-0.3571690073837116,-0.041115135667769226,0.08304878648970268,0.010092826189752938,-0.20495123973671706,14
2022-2023,watford,mapped,defense,0.09365572888170486,0.10983174394288095,Premier League relegation bridge,-0.3799240359492758,0.13824149687587312,0.08238425642275932,0.001987890707629799,-0.2503944574751071,14
2023-2024,leeds-united,retained,attack,0.1500858868230941,0.14662143532425403,previous league state,-0.048257649259209785,0.1496113549250776,0.06308993567238005,2.2518052223513698e-07,-0.31604286364535245,16
2023-2024,leeds-united,retained,defense,-0.00013558511584448163,0.07984436644492536,previous league state,-0.37493449976616033,0.264384595766399,0.0887753779621338,0.06997092609397482,0.11047635991114141,16
2023-2024,leeds-united,generic,attack,0.10970128057380313,0.10584177130616448,Premier League relegation bridge,-0.048257649259209785,0.1496113549250776,0.06308993567238005,0.0015928140347242564,-0.3702147712871101,16
2023-2024,leeds-united,generic,defense,0.05250309267733628,0.10643435221340568,Premier League relegation bridge,-0.37493449976616033,0.264384595766399,0.0887753779621338,0.0448937713512805,-0.007599597946177539,16
2023-2024,leeds-united,mapped,attack,0.1033885236420684,0.10451402584460538,Premier League relegation bridge,-0.048257649259209785,0.1496113549250776,0.06308993567238005,0.0021365501318175344,-0.36838434629677075,16
2023-2024,leeds-united,mapped,defense,0.11738983052971515,0.10511502669504816,Premier League relegation bridge,-0.37493449976616033,0.264384595766399,0.0887753779621338,0.021607461006987804,-0.12500485668384406,16
2023-2024,leicester-city,retained,attack,0.05069648879003668,0.16772454705944465,previous league state,0.0009221561912411368,0.3812736138370993,0.04625619391899292,0.10928123560438127,0.3542444827188104,27
2023-2024,leicester-city,retained,defense,0.0005162593360886754,0.08000927946458347,previous league state,-0.24257602501756706,0.679557149011779,0.13021584195498592,0.461096529851553,1.6112005534212774,27
2023-2024,leicester-city,generic,attack,0.10970128057380313,0.10584177130616448,Premier League relegation bridge,0.0009221561912411368,0.3812736138370993,0.04625619391899292,0.0737515321940708,0.13237280686733544,27
2023-2024,leicester-city,generic,defense,0.05250309267733628,0.10643435221340568,Premier League relegation bridge,-0.24257602501756706,0.679557149011779,0.13021584195498592,0.3931967895654784,1.3303215411028368,27
2023-2024,leicester-city,mapped,attack,0.1523400431137658,0.10603147593741527,Premier League relegation bridge,0.0009221561912411368,0.3812736138370993,0.04625619391899292,0.052410579804135535,-0.05330333150507821,27
2023-2024,leicester-city,mapped,defense,0.07786819640633529,0.10662392380849861,Premier League relegation bridge,-0.24257602501756706,0.679557149011779,0.13021584195498592,0.3620295956874359,1.2200022729101079,27
2023-2024,southampton,retained,attack,0.0444090323489852,0.1693896547073373,previous league state,-0.32582381966219237,0.2579446519132852,0.05972982284485639,0.04559746082270946,-0.03603682397677588,16
2023-2024,southampton,retained,defense,0.0005068189675265758,0.08000932304235174,previous league state,-0.29862667269055854,-0.34589310968909653,0.048416521000436585,0.11999291057331359,0.5615363889321946,16
2023-2024,southampton,generic,attack,0.10970128057380313,0.10584177130616448,Premier League relegation bridge,-0.32582381966219237,0.2579446519132852,0.05972982284485639,0.021976097146095573,-0.24916718277198133,16
2023-2024,southampton,generic,defense,0.05250309267733628,0.10643435221340568,Premier League relegation bridge,-0.29862667269055854,-0.34589310968909653,0.048416521000436585,0.15871953405999567,0.8384146187346307,16
2023-2024,southampton,mapped,attack,0.10228127792697787,0.0994551419542362,Premier League relegation bridge,-0.32582381966219237,0.2579446519132852,0.05972982284485639,0.024231086000800976,-0.2393839026113922,16
2023-2024,southampton,mapped,defense,0.0652756952430291,0.10008652506701947,Premier League relegation bridge,-0.29862667269055854,-0.34589310968909653,0.048416521000436585,0.16905978614931239,0.945600031588652,16
2024-2025,burnley,retained,attack,0.2627119638984644,0.12537215833454002,previous league state,-0.35382055050985506,0.17015875119880436,0.05941826694718411,0.008566097181028513,-0.3182826326500061,21
2024-2025,burnley,retained,defense,-0.004815342225851841,0.07802066797497555,previous league state,-0.23638680964509165,0.8946544369152245,0.16964522869016857,0.8090458835880967,2.3514673178428183,21
2024-2025,burnley,generic,attack,0.11555292254295264,0.10589689666994144,Premier League relegation bridge,-0.35382055050985506,0.17015875119880436,0.05941826694718411,0.002981796523192236,-0.38508663931656034,21
